target_client_id,dominant_class,event_count,unique_donor_client_id_count,response_change_ratio_all_mean,response_change_ratio_all_std,cancellation_coefficient_all_mean,cancellation_coefficient_all_std,survival_ratio_all_mean,survival_ratio_all_std,survival_cosine_all_mean,survival_cosine_all_std,response_cosine_all_mean,response_cosine_all_std,cos_q_a_all_mean,cos_q_a_all_std,response_change_ratio_conv_mean,response_change_ratio_conv_std,cancellation_coefficient_conv_mean,cancellation_coefficient_conv_std,survival_ratio_conv_mean,survival_ratio_conv_std,survival_cosine_conv_mean,survival_cosine_conv_std,response_cosine_conv_mean,response_cosine_conv_std,cos_q_a_conv_mean,cos_q_a_conv_std,response_change_ratio_classifier_mean,response_change_ratio_classifier_std,cancellation_coefficient_classifier_mean,cancellation_coefficient_classifier_std,survival_ratio_classifier_mean,survival_ratio_classifier_std,survival_cosine_classifier_mean,survival_cosine_classifier_std,response_cosine_classifier_mean,response_cosine_classifier_std,cos_q_a_classifier_mean,cos_q_a_classifier_std
10,3,25,22,2.160616728137623,1.7752778632706843,0.15411207569561963,0.06492987664420583,2.3618476671885373,1.7100387189243826,0.44324894042850765,0.1627453155395356,-0.08190515288194558,0.02862194145824206,-0.5211767180004314,0.2062009926511868,2.1739394970353545,1.77796641814855,0.12307462284127096,0.05028808276346829,2.3893583954540545,1.7095163027012088,0.45276807938848174,0.16152525358978584,-0.06449899888612,0.01948683298657075,-0.5332251773655107,0.21074442468018492,1.9213604828240418,1.6262674020707395,0.7284304257882319,0.3291276946866372,1.8098383002383605,1.613164080228906,0.22794787671756467,0.25078955732429187,-0.43642741674127195,0.15018855940359044,-0.24807283388403836,0.27166356482885345
11,7,26,22,1.6719327879228314,0.6842821068658543,0.14310452497610548,0.07958562858915441,1.8990537189703918,0.6058852847168033,0.48990368683853364,0.14515228378167183,-0.08976407660282214,0.040794280401633284,-0.45776509047381503,0.2636721628747599,1.6835946734023077,0.6963931212254868,0.11865128465632736,0.06439704817791655,1.9230052969951144,0.6165809153207465,0.4976345893231123,0.14388239052847368,-0.0745034684907305,0.03466892870695481,-0.46790130343424663,0.26688737769203075,1.5135377830067631,0.5340925738440381,0.5999315126853413,0.3316856356645464,1.4752070306451384,0.4433289995632687,0.321799224763525,0.25192851791333365,-0.3989483202252118,0.15808045133264556,-0.2413652369923106,0.283225128304186
12,3,22,18,2.113884679151966,0.5286905557393345,0.1498370732099453,0.05088553724412267,2.2868293388462635,0.4646143721942259,0.3923810634316674,0.111682350248016,-0.07124083291505613,0.019129589038862152,-0.31746925313783686,0.2997658123455928,2.1273104763516155,0.5366812572650107,0.1340761087186143,0.04090628495472716,2.3062815454121197,0.47271001562531273,0.3963153773458517,0.11076248236315811,-0.06352040950366968,0.014844441994368057,-0.32149683107007293,0.3011754410941571,1.7009987919726477,0.4744541045342766,0.5836329629794175,0.2890498068465014,1.6618617409595127,0.43330754780898223,0.26618858138323637,0.19487694945034445,-0.3422343782546416,0.13687578911102574,-0.15409098195734436,0.30147229737456827
13,3,20,17,1.884215390687191,0.6693583904122075,0.17634666105660662,0.09738371959153158,2.0718602729844338,0.5899223387507017,0.43268104015956244,0.14083462110759595,-0.09279448946773364,0.04154874914134292,-0.436874884405681,0.18565282445174874,1.9017000586678499,0.6979936997809929,0.13808332265064882,0.06772363223233606,2.107519348297727,0.6168631246687529,0.44579984543763773,0.13919083960472528,-0.07184774140923293,0.0247230990287666,-0.45106315473955283,0.18798548666335482,1.546741695236489,0.3680848377855076,0.7365930127787659,0.3151935899272465,1.4027564755474489,0.2905715630427689,0.2040508004831331,0.25156564963712724,-0.4684576666664638,0.1597399318664055,-0.1411206081628734,0.2868397007754658
14,9,28,24,1.9931025170456576,0.9862903122190817,0.17315554099357566,0.0693946022511567,2.1902024970461733,0.8919645397791582,0.4393886581431817,0.18423977636970018,-0.0960716762412862,0.035683761547534276,-0.3782455675618864,0.262805961874268,2.0048366396158857,1.0042449204360007,0.1493838783697227,0.058178920607745876,2.21430094061711,0.9051083690804749,0.44789589515453765,0.18576045455866289,-0.08203951292416257,0.026209995846360423,-0.38779802226576493,0.2633299024888539,1.68729346255628,0.6038456293239454,0.7088124965061349,0.3391476229716018,1.5814519034146037,0.5388132658199735,0.2312781839607668,0.23812447122922514,-0.4282738352548892,0.13920836717795934,-0.2016480033662451,0.37916070551997527
15,1,25,21,1.8996323306941172,0.9079262229873224,0.1569553810305319,0.07065683599977157,2.1061850714800023,0.8228719394210234,0.45333304319019085,0.1630696401260312,-0.08703474568720837,0.030042967147456908,-0.26575462591420046,0.26301899964214015,1.9022147391196176,0.9155008208746057,0.13539981768553802,0.06490266102580299,2.1203974773583356,0.8267354846022874,0.4618411587716425,0.16422017403531394,-0.0741648372337202,0.024820881697640792,-0.274397787610266,0.26482034833587226,1.7648730328999402,0.7599775025864085,0.7161318593001481,0.3198090939690676,1.6652223956418504,0.6952297646680399,0.22657260393646714,0.2613183765699296,-0.42170190388804935,0.12673429603486785,-0.04419006413758723,0.28902678827967426
16,8,22,17,1.6202747866061642,0.692642504008308,0.14908256518993193,0.12698114933705953,1.8549951684182249,0.6003739443433079,0.5008662740970818,0.1667952009121561,-0.0927461143505688,0.06561488852502427,-0.3914360031945945,0.2082755145396746,1.6058877867276025,0.6948168504926255,0.11272664794071102,0.08184069114259741,1.8635496934649824,0.5980717336980701,0.5193674698706966,0.16159632770021296,-0.070174868178765,0.03937843494494649,-0.4163291801036836,0.21822731222358055,1.8184064563296725,0.9619218806795822,0.6900797931476325,0.613736972341964,1.7509088695669652,0.8828498411315551,0.23322859514687486,0.33238308133260014,-0.3755360301344249,0.21686321917242427,-0.02558649340362327,0.22317182225717389
17,6,24,23,2.123182833806357,1.3598742605945195,0.17776706411653911,0.14235304885919423,2.3324336733869946,1.2445344708857975,0.446494662254036,0.21163678533845562,-0.0819128514229455,0.0414112515479179,-0.43102956127298503,0.17974068506089777,2.13138531951483,1.3852140937802455,0.144803525605666,0.1325933566827786,2.3578398703464454,1.2646311603483522,0.45847580388628617,0.21270842302973658,-0.06192683818843969,0.029844932134510005,-0.46606349529802577,0.18856779030398982,1.8922088898539238,0.8461211820429689,0.7682612183958436,0.4740324280837364,1.7928738610788215,0.7335154445266687,0.19914586403745926,0.3160409961765254,-0.40129084481070204,0.17793209291976186,-0.03828578987355038,0.3155768731274801
18,9,15,12,2.0224931206338077,0.9785096366309908,0.168618789694647,0.1062145890524813,2.2239611956065475,0.8665735968895113,0.43520944390916133,0.19453233472537532,-0.08458467401425565,0.044220430861318764,-0.41286612346030943,0.2568653619799231,2.0216352816145764,0.9827845709843406,0.14202172792432494,0.08763986453484558,2.237066725113073,0.8660085173519357,0.4460767830394902,0.19410560320758632,-0.06993112767954315,0.03263135000099456,-0.42469727268692037,0.2536020290133364,2.074722897416135,1.002252656186182,0.8088885391997362,0.5139777359267901,1.9457459134382176,0.947730686260239,0.16055854463687733,0.29405052195399606,-0.4048191232415785,0.19557743193847513,-0.16129311370034152,0.4116909143815727
19,8,28,23,1.8986520412318235,0.6377323142763239,0.17679952245158245,0.07143178928692004,2.080512951530236,0.5714784744931984,0.4271320734539459,0.12784122106485518,-0.09703039200152079,0.03363250906085288,-0.38807001047963097,0.16855674429814962,1.9153245489659338,0.6509960749529883,0.14872072129471986,0.04841478187750923,2.110346486733027,0.5815525824692381,0.4357287970084955,0.1276681145798764,-0.08094142937712737,0.020694624249980188,-0.396178636015213,0.17268387559548617,1.542636999461356,0.4154293306123777,0.6918640343658623,0.2422767415831107,1.4241334796694063,0.3731424207282181,0.23949560421038643,0.17958410374338318,-0.4525364773008966,0.10468324603317279,-0.20464494188519017,0.21893220856408457
20,7,25,20,2.636484711749378,1.5773131794373307,0.1875328761997839,0.1302238685615195,2.8041705820968787,1.4793767761712577,0.36657870536204146,0.2032731276162558,-0.07417065666795815,0.036180178791653264,-0.4075515446342168,0.30686205676001155,2.6617562082651833,1.5927142949595812,0.16682835577998292,0.12110058084039003,2.836826195212002,1.492682083540208,0.37125123684651656,0.20312108365047332,-0.06486547852113991,0.03264669018705825,-0.4171923034249616,0.3087603830174809,2.071878875114455,1.1066076011502484,0.658923809517659,0.30772869148035287,2.0249169910323417,1.0458961470257704,0.23394751129288716,0.22805189601776413,-0.3390667593923261,0.1275538180991108,-0.16169632435234463,0.35794634539555376
21,5,29,23,2.273051178634422,1.0437482733254289,0.15414517424951432,0.06792692288883674,2.45810714111923,0.9481698547957593,0.4043601621533074,0.1768708448253375,-0.07159845450865528,0.0214985478356882,-0.24847335151594374,0.2917850195191859,2.286252172654557,1.0630617982208062,0.1370871598402518,0.06229608980084781,2.4789416288216697,0.9648071619619337,0.40967341192820933,0.1781695934897379,-0.06262471854698175,0.015956058885815548,-0.25424162063760486,0.29677532433341397,1.899068015497152,0.6275970098032374,0.6419197473780609,0.2869682423364405,1.8374290630540366,0.5817565179789199,0.22297618032431826,0.2214954214011464,-0.3490923440547108,0.1465456100620633,-0.08723052988514372,0.23010919484003553
22,6,30,28,2.118502938769529,1.3361226132167192,0.18126279278514257,0.09323078234562109,2.303857125057749,1.263610445396169,0.424866555287803,0.16296371713320723,-0.0914154063877978,0.03643493942461254,-0.42564705406004916,0.223543443213248,2.1243035817720823,1.3481226042778764,0.14924564931878853,0.08167611906085331,2.3257049781609065,1.2712161570315763,0.43647862496630624,0.16323650182182287,-0.07288741441262502,0.025935880332896063,-0.4434504107770854,0.22432917580240688,1.9487157138558762,1.0049675886341922,0.8893348981461433,0.5591205016642683,1.7880891847862221,0.9084970884488652,0.15523046337423355,0.3181869358540276,-0.46254202960542806,0.15924226043841108,-0.07450393068018644,0.33747362660313196
23,9,26,24,1.631422780326641,0.8732235153125945,0.18306181216195733,0.2699539627661521,1.8697035228403172,0.7443989011085279,0.5069504556582027,0.19165220465892344,-0.09342862095760555,0.05363092454596177,-0.380642072759,0.19995638268253288,1.607989178764594,0.8408159002512401,0.1513415900178305,0.20605947676235434,1.8624089550006908,0.7168859305033216,0.5207589914341403,0.18487459298847864,-0.07859590683723883,0.044043899668144856,-0.40954170966858877,0.19873865143922945,2.0488555925460514,1.5101305021076192,0.9763730038870725,1.2194853345768841,1.9331362868509114,1.3299862223221373,0.19055000108864778,0.3155669694590945,-0.4145906281534298,0.1493412409836651,-0.09238327341285248,0.3794149094387222
24,4,21,20,1.8354528890807396,0.833018018827222,0.12973003436424793,0.06424275968629109,2.060314002496818,0.7427510631396433,0.4723558519089561,0.1631777845175054,-0.07248832609505913,0.027152932928854387,-0.3672793233055128,0.21646803220515237,1.8296667673670317,0.8485622312262493,0.10629839271264829,0.047993509465931165,2.068492190355055,0.7545215700790509,0.48378814189012587,0.1641231370933584,-0.05885691336859633,0.016341391487796134,-0.3848974241904612,0.22191737465969139,2.0068131671055602,0.8283770260303018,0.7937885567430565,0.4764307365612564,1.9001935959801752,0.7117893505533254,0.16994675523077613,0.30404903164862623,-0.38285435846709864,0.1525651940150167,-0.030300387518688486,0.2690276239089015
25,7,27,18,1.7882792480167242,0.6653720587185947,0.13548928495998508,0.06262425852417214,2.008380129728573,0.5761877341624422,0.4682841909281096,0.14757787011749407,-0.07581252863254946,0.020447866773901063,-0.3588850165987335,0.2544288190982458,1.8068060212053962,0.6707006837721164,0.1189452722462745,0.057546445412644205,2.032945336458772,0.5827050259235997,0.47087004649065706,0.1459793853555606,-0.06636756329493544,0.021224068623695486,-0.3665542597163449,0.2590350396713851,1.4149432894404828,0.5531348567237838,0.5473709245149055,0.2842347110196155,1.4236947466193048,0.42635045913526426,0.3698718990013036,0.2384882636573986,-0.37533492038462973,0.11036428461880142,-0.14117337762045462,0.24920973509130961
26,6,27,23,1.4090007983005566,0.5062222468918979,0.13725573089350032,0.08175391063508528,1.6730367010759648,0.4056914622947736,0.5485452354326084,0.1489890029897858,-0.09404239165612738,0.03379321415149227,-0.38170575978690774,0.1593610250681119,1.4080415423256554,0.509596398653149,0.11362076943821614,0.06272629646894773,1.6860783727556674,0.41085456118956953,0.5582446353916158,0.144923850887927,-0.07796587467981314,0.023757458064762982,-0.39335953193119905,0.16361450834426877,1.4398130155117628,0.5542242326108714,0.6381482475195495,0.39214447864049273,1.3918818439248581,0.4014821499676443,0.3178942027512972,0.28771386806257837,-0.4217050185081885,0.1355397209446028,-0.14927720040620882,0.23869911604314276
27,3,24,21,1.7728033779753731,0.7844148045128106,0.13790517523563234,0.07356566602875642,2.0050426714735217,0.6748867830607701,0.48211645999934083,0.17802627282526806,-0.07691452208422878,0.025478522592138102,-0.31198423955218174,0.23378016943342345,1.7851729944321868,0.7979744217207952,0.11808522691102148,0.06392659019903436,2.0270493881538236,0.6867498671506558,0.4877605371285087,0.1774244551315828,-0.0641002449692077,0.02109699829834656,-0.31765801497180085,0.24353103114789196,1.4944445991318762,0.4993596447505449,0.5928347360754143,0.2543203794433165,1.4582410969124133,0.40885606267918967,0.3145779294152721,0.22717597636786196,-0.39537839094533106,0.1252708095176056,-0.2190644183415558,0.20050565537222967
28,1,16,16,1.213997242555971,0.673432787932656,0.1131555954906819,0.0819416072420904,1.5571481409200034,0.5142606519944567,0.6272110703174218,0.20341005073311902,-0.08795200374277895,0.05182174944010084,-0.3894354620681917,0.23094572609732553,1.1823970334914802,0.6832124934439999,0.08319245965017062,0.06875087438638182,1.55534264619372,0.5165967417029398,0.6490633451700434,0.20434432595461108,-0.062109858030325135,0.04068823229551056,-0.4724536027573143,0.2740821603568977,1.6842682986325945,0.7701040462883837,0.7688327170994063,0.4603693066795549,1.598572853442955,0.5653582309336455,0.22098313151124901,0.3537084037264324,-0.4233501210075231,0.16525601984670155,-0.007867996051322521,0.36039756473391804
29,9,22,18,1.392482588701917,0.5918440530564695,0.10651043114387938,0.06636093409319489,1.6824944501416506,0.49039595945135483,0.57289618874518,0.16138358655220847,-0.08121284415512457,0.05023296474816394,-0.4580522947757481,0.18926851206050396,1.3826900195434104,0.6002205396447875,0.08399572772401119,0.05666850455258598,1.6911120227811274,0.488590126982879,0.5850539754326759,0.16540354310515487,-0.06140232383792317,0.03372521332833653,-0.4817498286130823,0.18900305024451458,1.5488985717929176,0.6243709664841631,0.598146334060388,0.30003735314310814,1.506008757907911,0.566976921350972,0.3146624572265941,0.2479843445435201,-0.4003731774259395,0.16282594394638772,-0.20226812698803484,0.46053275659940685
30,1,25,25,1.50113298458989,0.6881733286682078,0.15276294632264986,0.10676390847074681,1.7599581916297675,0.5637123390110138,0.5349205904256331,0.19167069229918451,-0.0984318905140733,0.050780763459949474,-0.3937189096006514,0.18723562549854275,1.4878902267855656,0.6881839088395987,0.12360312952055481,0.09369193427245535,1.7660464783523073,0.5611967425484611,0.5494557793341002,0.189493625080839,-0.07828369028187955,0.045402637320178255,-0.42914256144887836,0.19700282727462096,1.6967207970246445,0.9541870400155079,0.7790552889225728,0.6875471035455045,1.611849467989197,0.7884228501748377,0.25152258319045834,0.3405571161301445,-0.43105700422142734,0.15233547156979513,-0.0751482886789446,0.39508838195422524
31,0,22,19,2.1133703859620634,1.4073552464692123,0.13956711599602523,0.0691845716640012,2.3367921518012182,1.3016268516669078,0.45793231249465927,0.20125403885007948,-0.07566839402388639,0.03182149012827576,-0.38957901507759635,0.239362885109916,2.135928292674326,1.4491089551902965,0.11630454648580102,0.06051131496078881,2.3708128336855503,1.339730746437334,0.46480605044163303,0.20271747556875555,-0.06085912368823871,0.0207759597940783,-0.3977920315898894,0.24389407251443715,1.5815044935028213,0.6463484853894403,0.5636461032602698,0.26375934583347355,1.5602859522510437,0.5951901555413835,0.3165475618612735,0.2349811853481624,-0.3839278785668775,0.16336142475883236,-0.17133825999563637,0.23966291188796607
32,1,17,15,1.7950556374705489,1.623176421780862,0.14134335308807355,0.059483239759625876,2.0411248651644582,1.5472178979567222,0.5176806184866534,0.17320640378544808,-0.09244555908421602,0.029118283166982013,-0.35876700255236504,0.2645304566185803,1.789209000101864,1.6445695114337764,0.11225422006814866,0.04959673023756959,2.055526410118396,1.5622591605944638,0.532198596453458,0.17820657625822137,-0.07203981956815765,0.019669067138214504,-0.37609038218151813,0.26940021582250945,1.745697118887438,1.0365639910426059,0.7758574569395701,0.34460428841273083,1.6020065386719824,0.9996828923612566,0.20571042706584397,0.2375910797001025,-0.46716717917111455,0.13621526667076708,-0.16482019470088635,0.36778079319413653
33,5,20,17,2.264055904001245,1.2834785959816555,0.14895095198425234,0.07002858526874908,2.4564197576045625,1.196046402738789,0.4179808545984911,0.17750209766137315,-0.07318271826532577,0.027940063231291935,-0.496633825476544,0.13968657879046228,2.2741086576748457,1.2948398002507848,0.1277057633915385,0.0552041025006732,2.4759655968649126,1.2046107149602354,0.4248146000157996,0.1774942749186309,-0.06221818674516658,0.020824798549441106,-0.5101540358732334,0.136586047335718,2.002399840351356,1.1546410536983616,0.6514947706064549,0.2950392422339872,1.9452949202583554,1.1187302083822896,0.23633828425687922,0.22691584633090417,-0.35226338819618397,0.12516086620353623,-0.18132635335290292,0.3096501082297568
34,2,19,17,2.2443870246976534,1.734889335112468,0.1478073103388363,0.09299558215399034,2.4688425885350416,1.6237843093225874,0.4522693285349683,0.2213241225075325,-0.07116898373912196,0.02953647778893713,-0.5360762575039465,0.20784928133651423,2.2437333037417115,1.7481271832551497,0.11920206633059915,0.08513036532119606,2.4833694012148446,1.6322188835234754,0.4634096577392838,0.2211875032829456,-0.0543089578880515,0.024611299186614508,-0.5639667876681663,0.21464797779066994,2.1249556276592982,1.2734466993455484,0.8344051828835513,0.625300537810225,2.026922659382289,1.159885005360714,0.18550266980769273,0.3665201602693587,-0.4012002517446868,0.18567765821875715,-0.15114611660287133,0.3525767037122002
35,2,28,23,2.6128139674736146,1.577341514299189,0.13751108995746758,0.060676533648368294,2.7839480810138832,1.5106484415975736,0.37460445893915406,0.15036671606408705,-0.0578715969613674,0.024581238250733096,-0.5248175352453951,0.25955618235309635,2.6281013116679763,1.5881645120672179,0.1181995239607034,0.055478001552614245,2.807027176036121,1.5184353650983338,0.3799084745523862,0.1516261582524384,-0.048253145259869575,0.019183050683326756,-0.5326853916691111,0.2606498137394854,2.220843506788337,1.345485193654509,0.6019986441949793,0.3014887947379727,2.1756911061510147,1.3433704357212028,0.22551494648724188,0.18944326874942938,-0.31265945163425635,0.1509166172216215,-0.29887616813855206,0.29373615002632697
36,9,27,24,2.0060301535094744,1.366786228916449,0.1813035627046792,0.08597165636840594,2.1855955469674075,1.3222680442876018,0.4280753870047623,0.12657712800740495,-0.10151332927215446,0.05023322235614578,-0.42331164056593484,0.2215592307290114,2.0233689280451865,1.3731059817985518,0.1462087372948038,0.06729826664538313,2.2197028162264254,1.3248085822539788,0.438796103911643,0.12487912379987345,-0.08035464519904333,0.03816633555361541,-0.43971266074829807,0.22952515296887,1.7676829172812605,0.999807419152316,0.7265042567743406,0.3778746248864316,1.6467424466558869,0.9787786061303259,0.22189375933170602,0.2433904378664846,-0.44082084565027047,0.17002593871821298,-0.18274894390367738,0.26209196288026365
37,3,18,16,2.0876752920397084,1.2831788417859744,0.1611358299353703,0.09636167325835983,2.290160781780954,1.1939641344728777,0.44211953608617116,0.17975338082161887,-0.08183890706780707,0.04285717964282036,-0.4805726500095521,0.15742155322313048,2.0963999424904025,1.2983036031001869,0.11520492642113106,0.07221272467231744,2.3222515271100925,1.2015779077624205,0.45924612740733245,0.18021121868145928,-0.055579039337489915,0.020243155294544044,-0.5081630656224335,0.16881857302646236,1.9043085428394124,0.81216670487352,0.8875008279017376,0.504017243707375,1.7264491128979498,0.7230320872062415,0.12251273253334041,0.30858013948701857,-0.46171162033582064,0.17478186533038956,-0.11592415597441298,0.3124319942740223
