round,algorithm,seed,test_accuracy,peak_accuracy_so_far,round_train_seconds,selected_clients,assignments,task_ids,task_seeds,views,flip_fraction,alt_violations,returning_client_rate,mean_visit_index,max_visit_index,first_time_client_count,returning_client_count,first_time_F_fraction,returning_F_fraction,I_client_count,F_client_count,reset_action_norm_mean_I,reset_action_norm_median_I,reset_response_norm_mean_I,reset_response_norm_median_I,reset_recovery_coeff_mean_I,reset_recovery_coeff_median_I,reset_recovery_cosine_mean_I,reset_recovery_cosine_median_I,reset_residual_ratio_mean_I,reset_residual_ratio_median_I,reset_action_norm_mean_F,reset_action_norm_median_F,reset_response_norm_mean_F,reset_response_norm_median_F,reset_recovery_coeff_mean_F,reset_recovery_coeff_median_F,reset_recovery_cosine_mean_F,reset_recovery_cosine_median_F,reset_residual_ratio_mean_F,reset_residual_ratio_median_F
11,SymmetryFedPhoenix,1,40.209999084472656,40.209999084472656,9.512776199990185,"[54, 27, 23, 37, 75, 33, 41, 46, 52, 24]","[{""client_id"": 54, ""task_id"": 0}, {""client_id"": 27, ""task_id"": 1}, {""client_id"": 23, ""task_id"": 2}, {""client_id"": 37, ""task_id"": 3}, {""client_id"": 75, ""task_id"": 4}, {""client_id"": 33, ""task_id"": 5}, {""client_id"": 41, ""task_id"": 6}, {""client_id"": 46, ""task_id"": 7}, {""client_id"": 52, ""task_id"": 8}, {""client_id"": 24, ""task_id"": 9}]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1200031, 1201028, 1202025, 1203022, 1204019, 1205016, 1206013, 1207010, 1208007, 1209004]","[""I"", ""I"", ""I"", ""F"", ""I"", ""F"", ""F"", ""F"", ""F"", ""F""]",0.6,0,0.6,2.1,4,4,6,0.75,0.5,4,6,5.789112918462625,5.786766004287486,0.20471299994342543,0.19504671603055201,0.0001310573487579054,0.00011043083243091514,0.0035690838691559952,0.003364262311517353,1.0005015826071415,1.0004847915113317,5.796754087895478,5.79204967051025,0.21554644206275478,0.20734362760994518,9.843291307890104e-05,9.372786917075519e-05,0.0023477889189290157,0.0026108092958984667,1.0006303745350993,1.000546865976323
12,SymmetryFedPhoenix,1,35.7400016784668,40.209999084472656,7.523265199997695,"[54, 45, 28, 44, 15, 1, 93, 12, 88, 40]","[{""client_id"": 54, ""task_id"": 0}, {""client_id"": 45, ""task_id"": 1}, {""client_id"": 28, ""task_id"": 2}, {""client_id"": 44, ""task_id"": 3}, {""client_id"": 15, ""task_id"": 4}, {""client_id"": 1, ""task_id"": 5}, {""client_id"": 93, ""task_id"": 6}, {""client_id"": 12, ""task_id"": 7}, {""client_id"": 88, ""task_id"": 8}, {""client_id"": 40, ""task_id"": 9}]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1300034, 1301031, 1302028, 1303025, 1304022, 1305019, 1306016, 1307013, 1308010, 1309007]","[""F"", ""I"", ""F"", ""F"", ""F"", ""I"", ""F"", ""F"", ""I"", ""I""]",0.6,0,0.9,2.8,5,1,9,1.0,0.5555555555555556,4,6,5.710783213231908,5.724545187029415,0.18234907496983396,0.18578930581811495,0.0001115112982923865,7.63703114413719e-05,0.003420471115603975,0.0025016964890579264,1.0004072048141777,1.0003302508165763,5.70351793968802,5.709209887390541,0.2197251636028664,0.23816464160488726,0.0001138236265099109,7.388990778652998e-05,0.002199891627469631,0.0015723823538105531,1.0006845827013633,1.000646203523678
13,SymmetryFedPhoenix,1,34.59000015258789,40.209999084472656,9.42432990000816,"[70, 75, 5, 68, 36, 79, 72, 78, 57, 44]","[{""client_id"": 70, ""task_id"": 0}, {""client_id"": 75, ""task_id"": 1}, {""client_id"": 5, ""task_id"": 2}, {""client_id"": 68, ""task_id"": 3}, {""client_id"": 36, ""task_id"": 4}, {""client_id"": 79, ""task_id"": 5}, {""client_id"": 72, ""task_id"": 6}, {""client_id"": 78, ""task_id"": 7}, {""client_id"": 57, ""task_id"": 8}, {""client_id"": 44, ""task_id"": 9}]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1400037, 1401034, 1402031, 1403028, 1404025, 1405022, 1406019, 1407016, 1408013, 1409010]","[""F"", ""F"", ""F"", ""I"", ""I"", ""I"", ""F"", ""I"", ""I"", ""I""]",0.4,0,0.7,2.3,4,3,7,0.3333333333333333,0.42857142857142855,6,4,5.629670672432913,5.6237136281525855,0.23657701554478405,0.24484472387052728,0.00015224502909110376,0.00015431919857183162,0.003615425226360698,0.004157865874596947,1.0007605715176435,1.0008771739358753,5.644137163845083,5.6802406431352965,0.25117682064669533,0.2405526977726113,0.00017397845143891065,0.00015896133886956956,0.004058434422948399,0.0036370955715053412,1.000878627463929,1.0006723025704969
14,SymmetryFedPhoenix,1,45.439998626708984,45.439998626708984,7.8506723000027705,"[41, 9, 30, 89, 40, 49, 3, 22, 8, 16]","[{""client_id"": 41, ""task_id"": 0}, {""client_id"": 9, ""task_id"": 1}, {""client_id"": 30, ""task_id"": 2}, {""client_id"": 89, ""task_id"": 3}, {""client_id"": 40, ""task_id"": 4}, {""client_id"": 49, ""task_id"": 5}, {""client_id"": 3, ""task_id"": 6}, {""client_id"": 22, ""task_id"": 7}, {""client_id"": 8, ""task_id"": 8}, {""client_id"": 16, ""task_id"": 9}]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1500040, 1501037, 1502034, 1503031, 1504028, 1505025, 1506022, 1507019, 1508016, 1509013]","[""I"", ""F"", ""F"", ""I"", ""F"", ""I"", ""F"", ""I"", ""I"", ""F""]",0.5,0,0.8,2.2,3,2,8,0.0,0.625,5,5,5.5454919253292845,5.5248775314812155,0.2270974313288212,0.20192748504318442,6.90661533878381e-05,5.3797043283152534e-05,0.0013410222578307952,0.0014718805526316911,1.0008620784250202,1.0006139609916391,5.618977156289081,5.607871458207244,0.2021164234338472,0.2210566357427509,0.00013024688084253816,0.0001817996903569743,0.0032612578108410875,0.0046436596365462355,1.0005311841182019,1.000573281572876
15,SymmetryFedPhoenix,1,46.11000061035156,46.11000061035156,7.9191233000019565,"[82, 28, 69, 81, 56, 71, 85, 27, 37, 66]","[{""client_id"": 82, ""task_id"": 0}, {""client_id"": 28, ""task_id"": 1}, {""client_id"": 69, ""task_id"": 2}, {""client_id"": 81, ""task_id"": 3}, {""client_id"": 56, ""task_id"": 4}, {""client_id"": 71, ""task_id"": 5}, {""client_id"": 85, ""task_id"": 6}, {""client_id"": 27, ""task_id"": 7}, {""client_id"": 37, ""task_id"": 8}, {""client_id"": 66, ""task_id"": 9}]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1600043, 1601040, 1602037, 1603034, 1604031, 1605028, 1606025, 1607022, 1608019, 1609016]","[""I"", ""I"", ""I"", ""I"", ""F"", ""I"", ""F"", ""F"", ""I"", ""I""]",0.3,0,0.8,2.2,4,2,8,1.0,0.125,7,3,5.47722538556659,5.4809236866406525,0.20159466197544154,0.20566985919376024,7.55698132129572e-05,7.446123119119727e-05,0.001714518056874208,0.0023253482641164293,1.0006634887259618,1.0005513142326972,5.462414870198693,5.465165612330412,0.1951518693880062,0.20846748237635093,0.00015137717820295777,0.0001587563116292141,0.004337780488297623,0.0041507350443724085,1.0004949383872601,1.0005725253112039
16,SymmetryFedPhoenix,1,47.040000915527344,47.040000915527344,6.9216577999759465,"[60, 13, 26, 12, 1, 28, 88, 86, 11, 43]","[{""client_id"": 60, ""task_id"": 0}, {""client_id"": 13, ""task_id"": 1}, {""client_id"": 26, ""task_id"": 2}, {""client_id"": 12, ""task_id"": 3}, {""client_id"": 1, ""task_id"": 4}, {""client_id"": 28, ""task_id"": 5}, {""client_id"": 88, ""task_id"": 6}, {""client_id"": 86, ""task_id"": 7}, {""client_id"": 11, ""task_id"": 8}, {""client_id"": 43, ""task_id"": 9}]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1700046, 1701043, 1702040, 1703037, 1704034, 1705031, 1706028, 1707025, 1708022, 1709019]","[""F"", ""F"", ""I"", ""I"", ""F"", ""F"", ""F"", ""I"", ""I"", ""I""]",0.5,0,0.9,2.7,6,1,9,1.0,0.4444444444444444,5,5,5.399783125401252,5.399068579194439,0.22661876789897367,0.24640719056732333,4.582350034287255e-05,1.8739158310333753e-05,0.000981588108253565,0.0005148230518129845,1.0008932587704502,1.0008750517562446,5.400579166746605,5.398558991848322,0.16651240953655874,0.1869527547248242,9.127205163375524e-05,0.00011266942162888988,0.0023132149139349816,0.0036813353437551385,1.000406303936832,1.0003556182613722
17,SymmetryFedPhoenix,1,48.40999984741211,48.40999984741211,7.160452799987979,"[93, 16, 72, 75, 10, 4, 38, 71, 42, 62]","[{""client_id"": 93, ""task_id"": 0}, {""client_id"": 16, ""task_id"": 1}, {""client_id"": 72, ""task_id"": 2}, {""client_id"": 75, ""task_id"": 3}, {""client_id"": 10, ""task_id"": 4}, {""client_id"": 4, ""task_id"": 5}, {""client_id"": 38, ""task_id"": 6}, {""client_id"": 71, ""task_id"": 7}, {""client_id"": 42, ""task_id"": 8}, {""client_id"": 62, ""task_id"": 9}]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1800049, 1801046, 1802043, 1803040, 1804037, 1805034, 1806031, 1807028, 1808025, 1809022]","[""I"", ""I"", ""I"", ""I"", ""I"", ""I"", ""I"", ""F"", ""F"", ""F""]",0.3,0,0.9,2.9,5,1,9,1.0,0.2222222222222222,7,3,5.336053729806706,5.347861708244164,0.20762026274089254,0.20948246472230245,0.00016999222289886372,0.00025442351927879,0.004195306830329587,0.004838755397393062,1.0006208690024958,1.0004750680130208,5.365154080580396,5.3647979567225725,0.21137891165388153,0.199925313929865,0.0001328698293036696,0.00015410464527212576,0.0035591482480408602,0.004283326273217163,1.0006607245041792,1.0005346166645535
18,SymmetryFedPhoenix,1,36.0099983215332,48.40999984741211,7.699448200000916,"[36, 47, 1, 64, 57, 97, 29, 6, 67, 92]","[{""client_id"": 36, ""task_id"": 0}, {""client_id"": 47, ""task_id"": 1}, {""client_id"": 1, ""task_id"": 2}, {""client_id"": 64, ""task_id"": 3}, {""client_id"": 57, ""task_id"": 4}, {""client_id"": 97, ""task_id"": 5}, {""client_id"": 29, ""task_id"": 6}, {""client_id"": 6, ""task_id"": 7}, {""client_id"": 67, ""task_id"": 8}, {""client_id"": 92, ""task_id"": 9}]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1900052, 1901049, 1902046, 1903043, 1904040, 1905037, 1906034, 1907031, 1908028, 1909025]","[""F"", ""F"", ""I"", ""I"", ""F"", ""F"", ""I"", ""F"", ""I"", ""F""]",0.6,0,0.6,2.3,7,4,6,0.75,0.5,4,6,5.28482520428733,5.286253358777649,0.17985416240769364,0.17798292473542107,0.00010339175056600595,8.547040753303342e-05,0.0031454292635714675,0.0024402848673471976,1.0004929300513363,1.000476748397455,5.25726485532089,5.252950630700038,0.306763585873899,0.2569147519257302,0.00011398589943812015,0.0001978349713323471,0.0031446204982281197,0.003978122117898626,1.002049834068007,1.0009268953462014
19,SymmetryFedPhoenix,1,44.86000061035156,48.40999984741211,8.53344869997818,"[48, 87, 17, 57, 22, 81, 4, 51, 94, 63]","[{""client_id"": 48, ""task_id"": 0}, {""client_id"": 87, ""task_id"": 1}, {""client_id"": 17, ""task_id"": 2}, {""client_id"": 57, ""task_id"": 3}, {""client_id"": 22, ""task_id"": 4}, {""client_id"": 81, ""task_id"": 5}, {""client_id"": 4, ""task_id"": 6}, {""client_id"": 51, ""task_id"": 7}, {""client_id"": 94, ""task_id"": 8}, {""client_id"": 63, ""task_id"": 9}]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2000055, 2001052, 2002049, 2003046, 2004043, 2005040, 2006037, 2007034, 2008031, 2009028]","[""F"", ""F"", ""F"", ""I"", ""F"", ""F"", ""F"", ""F"", ""I"", ""I""]",0.7,0,0.7,2.1,3,3,7,0.3333333333333333,0.8571428571428571,3,7,5.1447458322893,5.13320384762286,0.19725820315073903,0.1742606986968631,7.130343385833639e-05,2.1019710891532022e-05,0.001215631965646115,0.0007889252073189151,1.0007369342553931,1.0006360316335143,5.240636336285477,5.236686203313648,0.18720915496317106,0.19721815359219166,7.34337285525459e-05,3.830955332108979e-05,0.002177635936739484,0.001228081277881892,1.0005728332318993,1.0004844222221574
20,SymmetryFedPhoenix,1,40.88999938964844,48.40999984741211,8.593416500021704,"[9, 17, 59, 11, 2, 95, 68, 28, 60, 14]","[{""client_id"": 9, ""task_id"": 0}, {""client_id"": 17, ""task_id"": 1}, {""client_id"": 59, ""task_id"": 2}, {""client_id"": 11, ""task_id"": 3}, {""client_id"": 2, ""task_id"": 4}, {""client_id"": 95, ""task_id"": 5}, {""client_id"": 68, ""task_id"": 6}, {""client_id"": 28, ""task_id"": 7}, {""client_id"": 60, ""task_id"": 8}, {""client_id"": 14, ""task_id"": 9}]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2100058, 2101055, 2102052, 2103049, 2104046, 2105043, 2106040, 2107037, 2108034, 2109031]","[""I"", ""I"", ""I"", ""F"", ""F"", ""F"", ""F"", ""I"", ""I"", ""F""]",0.5,0,0.8,2.8,4,2,8,1.0,0.375,5,5,5.104827505512106,5.107842391393058,0.15738174638624666,0.17073439976764987,0.00010313599349663489,0.00012618043731330573,0.0021218977158189182,0.003774926362506006,1.000396130074463,1.0003706257357838,5.122034142476727,5.117271123086763,0.2605716569720345,0.23611702232090123,0.00020494140325334515,0.0001748877466735649,0.0047117230058995405,0.004641837961605141,1.001154170584098,1.000747297210864
