round,client_id,reason,group,parameter_numel,conflict,support,update_norm,response_direction_projection
13,44,no_need,features,14723136,-0.6911833492896449,0.2491700596107762,1.6445369163406685,0.2491700596107762
13,44,no_need,classifier,18882560,-0.03339776138000161,0.009254797985477126,0.3454929892758258,0.009254797985477126
13,44,no_need,fc,40970,-0.028078955721866805,0.005695344913874578,0.28937247348164186,0.005695344913874578
14,30,active,features,14723136,0.005852114833750476,-0.0024305589909445757,1.357352567214673,-0.0024305589909445757
14,30,active,classifier,18882560,0.006769994507067167,0.0027764364728000146,0.3304631942748587,0.0027764364728000146
14,30,active,fc,40970,0.010601186404528562,0.004028406418001396,0.2927794176496779,0.004028406418001396
14,89,active,features,14723136,-0.003493005468101271,0.001926984995220593,1.1308117014154542,0.001926984995220593
14,89,active,classifier,18882560,0.004055988893014728,0.0014092372836387312,0.32616740693819185,0.0014092372836387312
14,89,active,fc,40970,-0.00046035783452680334,0.0013988029763822851,0.3236287690495968,0.0013988029763822851
14,40,no_support,features,14723136,0.017286864809335615,-0.007239948065556945,1.4313317445273672,-0.007239948065556945
14,40,no_support,classifier,18882560,0.007719282840753294,0.0004912588792791439,0.31024189969397703,0.0004912588792791439
14,40,no_support,fc,40970,0.008915846767195035,0.0002399154345766874,0.2786029578330233,0.0002399154345766874
14,3,active,features,14723136,-0.0009673990034713099,-0.0036062713749558384,1.807893113103023,-0.0036062713749558384
14,3,active,classifier,18882560,0.013806181746303992,0.0013564193245656497,0.41644243925905405,0.0013564193245656497
14,3,active,fc,40970,0.027756394556490704,0.0023018471147224773,0.37281180978406964,0.0023018471147224773
15,82,no_need,features,14723136,-0.014205088053422806,0.0009196751035780437,1.8608189147204712,0.0009196751035780437
15,82,no_need,classifier,18882560,-0.006882592862211823,0.0028719727796442385,0.5892665342771062,0.0028719727796442385
15,82,no_need,fc,40970,-0.0035013120505027473,0.0030056752348173177,0.5395085086272318,0.0030056752348173177
15,27,no_support,features,14723136,0.0021062203079722525,-0.002497178801679212,1.391586525209388,-0.002497178801679212
15,27,no_support,classifier,18882560,0.0066363796890982485,-0.0020955848680728195,0.27240228450581544,-0.0020955848680728195
15,27,no_support,fc,40970,0.013317090659256792,-0.0002073623545584269,0.23645692038708546,-0.0002073623545584269
15,66,no_need,features,14723136,-0.011967471773196792,0.004417186042005028,1.493749567987394,0.004417186042005028
15,66,no_need,classifier,18882560,0.0007233273283304698,0.0015105759957805276,0.33357934680922247,0.0015105759957805276
15,66,no_need,fc,40970,0.005595877077212208,-8.061636026468477e-05,0.2895415103177585,-8.061636026468477e-05
16,12,no_support,features,14723136,-0.01038863315162079,-9.145113191166843e-06,1.8145555409235403,-9.145113191166843e-06
16,12,no_support,classifier,18882560,0.00223392503028208,-0.0010110196136103866,0.3757301200669896,-0.0010110196136103866
16,12,no_support,fc,40970,0.011769668628403451,-0.002927593875938328,0.30572302670614177,-0.002927593875938328
16,1,no_need,features,14723136,-0.018995408743194254,0.000375910475945318,1.1665748768634412,0.000375910475945318
16,1,no_need,classifier,18882560,-0.00746539124611445,-0.0018472363537256342,0.22670017793108874,-0.0018472363537256342
16,1,no_need,fc,40970,-0.005195030087634223,-0.0012385883201204706,0.19663289567048356,-0.0012385883201204706
16,28,no_need,features,14723136,-0.08844561585758015,0.11041254383232513,0.6765510595520979,0.11041254383232513
16,28,no_need,classifier,18882560,-0.010979147413763712,0.013978574072552874,0.2884301015823701,0.013978574072552874
16,28,no_need,fc,40970,-0.007591875679281657,0.012909468412544811,0.24736412254824644,0.012909468412544811
16,88,no_support,features,14723136,-0.0007653853309896519,0.00027081415616692084,1.424790535275286,0.00027081415616692084
16,88,no_support,classifier,18882560,0.01172758570737642,-0.00295691729400005,0.2828340384485485,-0.00295691729400005
16,88,no_support,fc,40970,0.013494159284164198,-0.004127982920181239,0.23467692805747734,-0.004127982920181239
17,93,no_need,features,14723136,-0.05128507857460818,0.0036953852294736578,1.5701940635318063,0.0036953852294736578
17,93,no_need,classifier,18882560,-0.022543653959473886,-0.0017946034123283994,0.3632797489577677,-0.0017946034123283994
17,93,no_need,fc,40970,-0.035481876519043,-0.001559414793518954,0.3311384460017795,-0.001559414793518954
17,16,no_need,features,14723136,-0.0205642336718199,-0.0016904948065814551,1.5399055644699742,-0.0016904948065814551
17,16,no_need,classifier,18882560,-0.020066523657078505,0.002661364103005326,0.35973825217260946,0.002661364103005326
17,16,no_need,fc,40970,-0.028913958951306995,0.004269081518032181,0.32828109887743817,0.004269081518032181
17,72,no_need,features,14723136,-0.0041915048828257305,-0.003122123643787944,1.293553559001963,-0.003122123643787944
17,72,no_need,classifier,18882560,-0.0009942414055785775,-0.00044115534315380955,0.3333426523217335,-0.00044115534315380955
17,72,no_need,fc,40970,0.0036908593647240195,-0.0019693479084708088,0.3033369663942196,-0.0019693479084708088
17,75,no_support,features,14723136,0.009668705477324124,-0.005381833114114443,1.7372051776737836,-0.005381833114114443
17,75,no_support,classifier,18882560,0.001361878013540263,0.00016799463402605852,0.3369617331845473,0.00016799463402605852
17,75,no_support,fc,40970,0.006942808959138347,0.00036186507259117207,0.28253845544785794,0.00036186507259117207
17,38,no_need,features,14723136,-0.015507930501804873,0.010282727765854816,0.8462532489969455,0.010282727765854816
17,38,no_need,classifier,18882560,-0.011942305805860087,0.0002519535569405207,0.28866731430731907,0.0002519535569405207
17,38,no_need,fc,40970,-0.014206712650775444,0.0013701938069061725,0.28940082633528263,0.0013701938069061725
17,71,no_support,features,14723136,0.014917186964552817,-0.004267428019502972,1.2762067596310196,-0.004267428019502972
17,71,no_support,classifier,18882560,0.008429899198290514,0.0008767969487948335,0.31469410217870236,0.0008767969487948335
17,71,no_support,fc,40970,0.01881740940734744,0.0006902930379055761,0.30302760752781077,0.0006902930379055761
18,36,no_need,features,14723136,-0.0025548369875778637,-0.0018274908799256195,1.7504143445808091,-0.0018274908799256195
18,36,no_need,classifier,18882560,-0.0034697555652201117,0.0005006918855201548,0.4206130685479081,0.0005006918855201548
18,36,no_need,fc,40970,-0.008932276083214674,0.00340036531270016,0.3736344038487115,0.00340036531270016
18,1,no_need,features,14723136,0.0013828335415730962,-0.005443852133112159,1.1402833033390973,-0.005443852133112159
18,1,no_need,classifier,18882560,-0.007636072120931203,0.0011557221512816795,0.21972599625514502,0.0011557221512816795
18,1,no_need,fc,40970,-0.008483366073051002,0.0017281532650486042,0.18620121862095354,0.0017281532650486042
18,67,no_need,features,14723136,-0.010097878761072817,-5.022900426077115e-05,1.4557494431622238,-5.022900426077115e-05
18,67,no_need,classifier,18882560,-0.004516532499906134,-0.0038502371014033088,0.3022996558559718,-0.0038502371014033088
18,67,no_need,fc,40970,-0.007483769470127299,-0.004230775815813104,0.2833467990539325,-0.004230775815813104
19,57,no_need,features,14723136,-0.5535118984684004,0.24727703839960213,1.4220831304117796,0.24727703839960213
19,57,no_need,classifier,18882560,-0.060153022610393236,0.0118536262446014,0.39276649628383004,0.0118536262446014
19,57,no_need,fc,40970,-0.05672739841975272,0.008321891866216902,0.3475268266534432,0.008321891866216902
19,22,no_support,features,14723136,0.0006688325069603802,-0.00133010038330994,1.414366498363801,-0.00133010038330994
19,22,no_support,classifier,18882560,0.010662404749382404,-0.005981050667287491,0.3029696531828562,-0.005981050667287491
19,22,no_support,fc,40970,0.012742634498863481,-0.00744236413447652,0.2563207587254346,-0.00744236413447652
19,81,no_support,features,14723136,0.004263805495085647,-0.0017065780349838633,1.537601557105626,-0.0017065780349838633
19,81,no_support,classifier,18882560,0.011299858126221807,-0.0006815467590968183,0.30395620763091985,-0.0006815467590968183
19,81,no_support,fc,40970,0.015598508456605487,0.0021436242805066286,0.24954482089809712,0.0021436242805066286
19,4,no_need,features,14723136,-0.01013874097513323,0.0012206991977592452,1.1606234432404756,0.0012206991977592452
19,4,no_need,classifier,18882560,-0.022405328127206303,0.0037881638002090767,0.2977303054879792,0.0037881638002090767
19,4,no_need,fc,40970,-0.026029744796687737,-0.00101161124985083,0.29334498684783294,-0.00101161124985083
20,9,no_need,features,14723136,-0.004122746023121268,-0.004426311630762569,1.495649639262214,-0.004426311630762569
20,9,no_need,classifier,18882560,-0.009231872823875165,0.0006480262325112562,0.2722019591154614,0.0006480262325112562
20,9,no_need,fc,40970,-0.00918162098605535,-0.0012874758185716928,0.22452998402216284,-0.0012874758185716928
20,17,no_need,features,14723136,-0.43023313933008467,0.2295568529153229,1.1141873819066084,0.2295568529153229
20,17,no_need,classifier,18882560,-0.06301302118299645,0.0225042389047303,0.3644873067458872,0.0225042389047303
20,17,no_need,fc,40970,-0.05910628192941658,0.014600072841858491,0.3365810915416358,0.014600072841858491
20,59,active,features,14723136,0.00041478777756511235,-0.0012988958084871882,1.341740491612613,-0.0012988958084871882
20,59,active,classifier,18882560,0.00975388666302024,0.0015870996014086813,0.30000441899933206,0.0015870996014086813
20,59,active,fc,40970,0.010583757979475195,0.0017275350310228532,0.2508824132778688,0.0017275350310228532
20,11,no_need,features,14723136,0.004769266094314158,-0.003762316765612894,1.5018844990074631,-0.003762316765612894
20,11,no_need,classifier,18882560,-0.004057971684460426,-0.0015628739619728549,0.3424665209713512,-0.0015628739619728549
20,11,no_need,fc,40970,-0.003601713759962877,-0.0052973662604927085,0.30075289446297004,-0.0052973662604927085
20,95,no_support,features,14723136,0.0054768613065050405,0.00029097887616913454,2.3049300664880725,0.00029097887616913454
20,95,no_support,classifier,18882560,0.017499610192771797,-0.0036849131720373407,0.618565118375921,-0.0036849131720373407
20,95,no_support,fc,40970,0.03447140453499742,-0.0048839188857527915,0.5505458029675944,-0.0048839188857527915
20,68,no_support,features,14723136,0.006874690865529946,-0.005156965571572414,2.3002043189969554,-0.005156965571572414
20,68,no_support,classifier,18882560,0.011755051688851381,0.0011047276080375923,0.4106447697969681,0.0011047276080375923
20,68,no_support,fc,40970,0.01662465921981493,0.0010694136747133598,0.3335816079246541,0.0010694136747133598
20,28,no_support,features,14723136,-0.0026961074394762363,0.0032684340074951024,0.6843652188889287,0.0032684340074951024
20,28,no_support,classifier,18882560,0.008683465111062105,-0.0018242869111873006,0.28606565219195224,-0.0018242869111873006
20,28,no_support,fc,40970,0.006643542285019066,-0.00263655764865689,0.2594163313005383,-0.00263655764865689
20,60,active,features,14723136,0.00030812099606691715,0.0014303542952447401,1.330926474313638,0.0014303542952447401
20,60,active,classifier,18882560,-0.00015227707126541645,0.0017298808047598868,0.33322434526599887,0.0017298808047598868
20,60,active,fc,40970,0.0017413180066796485,0.0005461776529500639,0.2995781094249699,0.0005461776529500639
21,26,no_need,features,14723136,-0.03410039821122268,0.006134660633026812,1.2313913323244694,0.006134660633026812
21,26,no_need,classifier,18882560,-0.007400127201890427,-0.00499564434005606,0.2930297541962228,-0.00499564434005606
21,26,no_need,fc,40970,-0.007237000028908369,-0.00542412662798597,0.26216707311414883,-0.00542412662798597
21,25,no_support,features,14723136,-0.008070418816004125,0.00015808952441709323,2.131517595899267,0.00015808952441709323
21,25,no_support,classifier,18882560,0.007574575489798008,-0.0023020860240876573,0.43148351428235887,-0.0023020860240876573
21,25,no_support,fc,40970,0.007774177411192795,-0.002326366549823433,0.3914973522830919,-0.002326366549823433
21,15,no_need,features,14723136,-0.015250016200610617,0.0001238495670392581,2.0556878619191825,0.0001238495670392581
21,15,no_need,classifier,18882560,-0.010016264006480924,0.0008296920255190798,0.41849308206549524,0.0008296920255190798
21,15,no_need,fc,40970,-0.007625648049724987,0.0009233030177711044,0.3281240643742681,0.0009233030177711044
21,93,no_need,features,14723136,-0.025791674659643604,-0.00231041316870062,1.446669217147684,-0.00231041316870062
21,93,no_need,classifier,18882560,-0.010804925997035753,-0.0019246733972977381,0.28941220762265085,-0.0019246733972977381
21,93,no_need,fc,40970,-0.014860301322187297,-0.002446675106057228,0.24646605069155297,-0.002446675106057228
21,45,no_need,features,14723136,-0.0008309795255136961,-0.0038687291599543983,1.0339910541078745,-0.0038687291599543983
21,45,no_need,classifier,18882560,-0.004721463646774282,-0.0024111028599236306,0.22913454524277876,-0.0024111028599236306
21,45,no_need,fc,40970,-0.004899837411358021,-0.0008226273630498326,0.21788131394824983,-0.0008226273630498326
21,54,no_need,features,14723136,-0.008984931327141515,0.003373625537300029,1.4577581157998178,0.003373625537300029
21,54,no_need,classifier,18882560,-0.003432963644058873,0.00030433215131608904,0.29262803456277836,0.00030433215131608904
21,54,no_need,fc,40970,-0.0062060460113571025,0.0018839966073755932,0.25268573588212173,0.0018839966073755932
21,68,no_need,features,14723136,-0.9507920348435164,0.27297884297601627,2.1836781727877215,0.27297884297601627
21,68,no_need,classifier,18882560,-0.023279365781490924,0.00782128086711964,0.3796903714168427,0.00782128086711964
21,68,no_need,fc,40970,-0.017862482614873443,0.005235206753241073,0.3055841348848896,0.005235206753241073
21,10,no_support,features,14723136,0.013609537195769407,-0.009381906637816684,1.958859871124489,-0.009381906637816684
21,10,no_support,classifier,18882560,0.013603884146050405,-0.003051853702572771,0.40268970986317654,-0.003051853702572771
21,10,no_support,fc,40970,0.009772342520591337,-0.003022630018676864,0.32656971198969437,-0.003022630018676864
22,74,active,features,14723136,0.009704609185332565,-0.003351451673232475,0.896897870074978,-0.003351451673232475
22,74,active,classifier,18882560,0.004209406383097303,0.0015337378933963919,0.2625040769308935,0.0015337378933963919
22,74,active,fc,40970,0.006492955213616369,0.0021043498772996827,0.267398920566251,0.0021043498772996827
22,93,no_need,features,14723136,-0.6681326520279072,0.28243325480468684,1.6713062121040705,0.28243325480468684
22,93,no_need,classifier,18882560,-0.019907123029497598,0.008098487544657473,0.30157910730812776,0.008098487544657473
22,93,no_need,fc,40970,-0.015428739839990158,0.0051547434104577405,0.2529543680269347,0.0051547434104577405
22,1,no_need,features,14723136,-0.010710461454625187,0.002772317822239856,1.1134405165922283,0.002772317822239856
22,1,no_need,classifier,18882560,-0.002244965486511319,-0.0005823157878523944,0.18416185879479946,-0.0005823157878523944
22,1,no_need,fc,40970,-0.00010887648022617213,-0.0006781787060390343,0.15272934665376947,-0.0006781787060390343
22,48,no_need,features,14723136,-0.007499031406872794,-0.006286291725334792,1.4613043009748492,-0.006286291725334792
22,48,no_need,classifier,18882560,-0.0065846968823279894,8.347673224307073e-05,0.31864585551742614,8.347673224307073e-05
22,48,no_need,fc,40970,-0.00836070565492264,0.00017858277351479046,0.29229635424468664,0.00017858277351479046
22,44,no_need,features,14723136,-0.02032778641729749,0.004446879659273151,1.8607666327757324,0.004446879659273151
22,44,no_need,classifier,18882560,-0.007646353117252147,-0.0010193283877129033,0.3313600730804207,-0.0010193283877129033
22,44,no_need,fc,40970,-0.006779179711884353,-0.001770104522620386,0.26432467603161564,-0.001770104522620386
22,26,no_need,features,14723136,-0.3158677878008973,0.16693398335979737,1.3247717775766965,0.16693398335979737
22,26,no_need,classifier,18882560,-0.007133844997042615,0.0055875825278235425,0.2558512690753546,0.0055875825278235425
22,26,no_need,fc,40970,-0.0012907488671771716,0.00283031505227882,0.21140472002508956,0.00283031505227882
22,75,active,features,14723136,-0.004008379448567461,0.00035349724955580086,1.6684484808998516,0.00035349724955580086
22,75,active,classifier,18882560,0.00038361344553550225,4.949596839765036e-05,0.3068533815583183,4.949596839765036e-05
22,75,active,fc,40970,0.004212587391521083,0.00035170302726328373,0.2467856780451324,0.00035170302726328373
23,71,no_need,features,14723136,-0.010892844680302714,7.996672810861583e-05,1.2282643761042995,7.996672810861583e-05
23,71,no_need,classifier,18882560,-0.00799940225287088,-0.0011906408593773676,0.27666834758147063,-0.0011906408593773676
23,71,no_need,fc,40970,-0.015671608391130576,-0.0017570550178334088,0.26643615955516464,-0.0017570550178334088
23,22,no_support,features,14723136,0.02198012719853892,-0.004462050445098953,1.3965012667387304,-0.004462050445098953
23,22,no_support,classifier,18882560,0.014088088301832613,-0.0010738085636035066,0.3345198166394506,-0.0010738085636035066
23,22,no_support,fc,40970,0.013444675030768849,-0.0013176287811802467,0.29083213415850856,-0.0013176287811802467
23,59,no_need,features,14723136,-0.02007956481912032,0.0008543185651639362,1.2562922518104511,0.0008543185651639362
23,59,no_need,classifier,18882560,-0.013279427251291054,0.0027625446966794698,0.2677569823303619,0.0027625446966794698
23,59,no_need,fc,40970,-0.012268030455743428,0.0012236366492288653,0.2125767538817969,0.0012236366492288653
23,84,no_need,features,14723136,-0.45567271167234935,0.19950511291426665,1.6022957566695966,0.19950511291426665
23,84,no_need,classifier,18882560,-0.010028459973000281,0.006811020325358186,0.2934986149466379,0.006811020325358186
23,84,no_need,fc,40970,-0.0034625841003617097,0.006744255453668302,0.2362402670009211,0.006744255453668302
23,10,active,features,14723136,0.020838146166411775,7.691729186731777e-05,2.0690245843104917,7.691729186731777e-05
23,10,active,classifier,18882560,0.006109428413765272,0.0006290978443530548,0.3956337007281279,0.0006290978443530548
23,10,active,fc,40970,0.0009258160607714672,0.0004714618612524646,0.3161981112002067,0.0004714618612524646
23,43,no_need,features,14723136,-0.02156155908590307,0.008528656369943377,0.7974475603233923,0.008528656369943377
23,43,no_need,classifier,18882560,-0.015394291971460916,0.00041142040436170646,0.25400112922182116,0.00041142040436170646
23,43,no_need,fc,40970,-0.0161086560547119,-0.001161718505159115,0.2535157408697039,-0.001161718505159115
23,67,no_need,features,14723136,-0.007369345402480573,-0.0027357118764115285,1.8221888667615278,-0.0027357118764115285
23,67,no_need,classifier,18882560,0.0027501444449171686,-0.002257055009636133,0.3067650364283817,-0.002257055009636133
23,67,no_need,fc,40970,0.0013802442990709096,-0.0016929627538502245,0.24847409189903896,-0.0016929627538502245
24,70,no_need,features,14723136,-1.142014577692862,0.2981745047285358,2.2390124887670084,0.2981745047285358
24,70,no_need,classifier,18882560,-0.09055062107654521,0.01522486804469736,0.5493155496709821,0.01522486804469736
24,70,no_need,fc,40970,-0.0626332753454335,0.0077048907205607975,0.40467220439246043,0.0077048907205607975
24,54,no_support,features,14723136,0.003773500357059592,-0.004491606017325012,1.3620791621454424,-0.004491606017325012
24,54,no_support,classifier,18882560,0.007682837963102429,0.0010753616235632535,0.26257028211160344,0.0010753616235632535
24,54,no_support,fc,40970,0.010719830344896764,0.0013027176155446796,0.22233493734857473,0.0013027176155446796
24,33,no_need,features,14723136,-0.017613173610300237,0.0005798845500208927,2.0378102344772824,0.0005798845500208927
24,33,no_need,classifier,18882560,-0.00892065380639906,0.002141548706276808,0.393615237948836,0.002141548706276808
24,33,no_need,fc,40970,-0.005674319178069709,0.001958999107046111,0.3348908894613828,0.001958999107046111
24,75,no_support,features,14723136,0.014169760719290991,-0.004002439814833281,1.5209994748842217,-0.004002439814833281
24,75,no_support,classifier,18882560,0.0073317141723237,0.00033157168331499065,0.2786449451236306,0.00033157168331499065
24,75,no_support,fc,40970,0.006794347866161843,0.0013581607372543658,0.22419310465520992,0.0013581607372543658
24,17,no_need,features,14723136,-0.0058892466396223125,-0.009350391743476294,1.014556736478218,-0.009350391743476294
24,17,no_need,classifier,18882560,-0.011069828351764954,-0.007163072519006164,0.2503134616925865,-0.007163072519006164
24,17,no_need,fc,40970,-0.014913360340869986,-0.009106059231271502,0.2092176294262831,-0.009106059231271502
24,6,no_need,features,14723136,-0.011605985156492693,-0.004166490108218568,1.664417657060546,-0.004166490108218568
24,6,no_need,classifier,18882560,-0.010688433838367928,-0.0010097520606393573,0.3882249799220111,-0.0010097520606393573
24,6,no_need,fc,40970,-0.004232015491652419,-0.002457005210999341,0.3560759385177374,-0.002457005210999341
24,3,no_need,features,14723136,-0.009633846136154034,0.001230125590772957,1.7272229795211236,0.001230125590772957
24,3,no_need,classifier,18882560,-4.7031402047537085e-05,-0.002121077311130648,0.35939977032751674,-0.002121077311130648
24,3,no_need,fc,40970,-0.00340168905313476,-0.0020763485927091097,0.3315026701374738,-0.0020763485927091097
25,87,no_need,features,14723136,-0.010543747079289267,0.003068021627132822,1.476654414720959,0.003068021627132822
25,87,no_need,classifier,18882560,-0.00035318572736287024,0.001143881327834606,0.327680623120766,0.001143881327834606
25,87,no_need,fc,40970,0.004512764506216627,8.278426412289264e-05,0.29844787424215885,8.278426412289264e-05
25,33,no_need,features,14723136,-0.9152646589753886,0.30759480421465923,1.8415586637064971,0.30759480421465923
25,33,no_need,classifier,18882560,-0.043719333040826314,0.012640190364436421,0.39536434485679495,0.012640190364436421
25,33,no_need,fc,40970,-0.031114959230762906,0.008245444818385295,0.330987735746761,0.008245444818385295
25,36,no_need,features,14723136,-0.009659856590815257,0.0014613545099866343,1.5595442211348294,0.0014613545099866343
25,36,no_need,classifier,18882560,-0.002332065615405554,0.0009582783701063136,0.3661714015470975,0.0009582783701063136
25,36,no_need,fc,40970,-0.00324288315641752,0.0015826081294108008,0.3148824612584537,0.0015826081294108008
25,30,active,features,14723136,-0.0001779945984488071,0.002456623651710288,1.111586419283638,0.002456623651710288
25,30,active,classifier,18882560,0.0061834563966840506,0.0009426832572216881,0.3410078926191417,0.0009426832572216881
25,30,active,fc,40970,0.005677035862390767,0.0006096253596297174,0.3028993199996243,0.0006096253596297174
25,84,active,features,14723136,0.01866170293017433,0.0009947719968295132,1.4453011003712628,0.0009947719968295132
25,84,active,classifier,18882560,0.004809029405350884,-0.00031462351574873537,0.2795645564024847,-0.00031462351574873537
25,84,active,fc,40970,0.003043266206077533,6.529474967464921e-05,0.23219764087756137,6.529474967464921e-05
25,71,no_support,features,14723136,0.03259965810040555,-0.008028846107080767,1.1517346292246855,-0.008028846107080767
